alert_id,txn_id,rule_id,rule_name,severity
ALT6413,TXN6413,R002,Dormant Account Activity,Medium
ALT6414,TXN6414,R002,Dormant Account Activity,Medium
ALT6415,TXN6415,R001,Large Deposit,High
ALT6416,TXN6416,R001,Large Deposit,High
ALT6417,TXN6417,R001,Large Deposit,High
ALT6418,TXN6418,R001,Large Deposit,High
ALT6419,TXN6419,R003,Structuring,High
ALT6420,TXN6420,R006,Funnel Account,Low
ALT6421,TXN6421,R001,Large Deposit,High
ALT6422,TXN6422,R001,Large Deposit,High
ALT6423,TXN6423,R002,Dormant Account Activity,Medium
ALT6424,TXN6424,R006,Funnel Account,Low
ALT6426,TXN6426,R005,Mule Account Pattern,High
ALT6427,TXN6427,R002,Dormant Account Activity,Medium
ALT6428,TXN6428,R005,Mule Account Pattern,High
ALT6429,TXN6429,R005,Mule Account Pattern,High
ALT6430,TXN6430,R001,Large Deposit,High
ALT6431,TXN6431,R006,Funnel Account,Low
ALT6432,TXN6432,R001,Large Deposit,High
ALT6434,TXN6434,R001,Large Deposit,High
ALT6435,TXN6435,R001,Large Deposit,High
ALT6436,TXN6436,R001,Large Deposit,High
ALT6438,TXN6438,R001,Large Deposit,High
ALT6439,TXN6439,R006,Funnel Account,Low
ALT6441,TXN6441,R001,Large Deposit,High
ALT6442,TXN6442,R001,Large Deposit,High
ALT6443,TXN6443,R001,Large Deposit,High
ALT6444,TXN6444,R001,Large Deposit,High
ALT6446,TXN6446,R002,Dormant Account Activity,Medium
ALT6447,TXN6447,R002,Dormant Account Activity,Medium
ALT6448,TXN6448,R002,Dormant Account Activity,Medium
ALT6450,TXN6450,R001,Large Deposit,High
ALT6451,TXN6451,R001,Large Deposit,High
ALT6452,TXN6452,R001,Large Deposit,High
ALT6453,TXN6453,R002,Dormant Account Activity,Medium
ALT6454,TXN6454,R001,Large Deposit,High
ALT6455,TXN6455,R001,Large Deposit,High
ALT6456,TXN6456,R001,Large Deposit,High
ALT6457,TXN6457,R002,Dormant Account Activity,Medium
ALT6458,TXN6458,R006,Funnel Account,Low
ALT6459,TXN6459,R002,Dormant Account Activity,Medium
ALT6460,TXN6460,R005,Mule Account Pattern,High
ALT6461,TXN6461,R002,Dormant Account Activity,Medium
ALT6463,TXN6463,R001,Large Deposit,High
ALT6464,TXN6464,R001,Large Deposit,High
ALT6467,TXN6467,R001,Large Deposit,High
ALT6468,TXN6468,R001,Large Deposit,High
ALT6469,TXN6469,R001,Large Deposit,High
ALT6470,TXN6470,R001,Large Deposit,High
ALT6472,TXN6472,R001,Large Deposit,High
ALT6474,TXN6474,R001,Large Deposit,High
ALT6477,TXN6477,R001,Large Deposit,High
ALT6478,TXN6478,R006,Funnel Account,Low
ALT6479,TXN6479,R001,Large Deposit,High
ALT6480,TXN6480,R001,Large Deposit,High
ALT6481,TXN6481,R001,Large Deposit,High
ALT6484,TXN6484,R005,Mule Account Pattern,High
ALT6486,TXN6486,R005,Mule Account Pattern,High
ALT6487,TXN6487,R001,Large Deposit,High
ALT6489,TXN6489,R001,Large Deposit,High
ALT6491,TXN6491,R001,Large Deposit,High
ALT6493,TXN6493,R002,Dormant Account Activity,Medium
ALT6494,TXN6494,R001,Large Deposit,High
ALT6495,TXN6495,R005,Mule Account Pattern,High
ALT6497,TXN6497,R001,Large Deposit,High
ALT6498,TXN6498,R002,Dormant Account Activity,Medium
ALT6499,TXN6499,R001,Large Deposit,High
ALT6500,TXN6500,R005,Mule Account Pattern,High
ALT6501,TXN6501,R001,Large Deposit,High
ALT6502,TXN6502,R001,Large Deposit,High
ALT6503,TXN6503,R002,Dormant Account Activity,Medium
ALT6504,TXN6504,R002,Dormant Account Activity,Medium
ALT6510,TXN6510,R002,Dormant Account Activity,Medium
ALT6511,TXN6511,R001,Large Deposit,High
ALT6512,TXN6512,R001,Large Deposit,High
ALT6513,TXN6513,R001,Large Deposit,High
ALT6518,TXN6518,R001,Large Deposit,High
ALT6519,TXN6519,R006,Funnel Account,Low
ALT6520,TXN6520,R001,Large Deposit,High
ALT6521,TXN6521,R002,Dormant Account Activity,Medium
ALT6522,TXN6522,R001,Large Deposit,High
ALT6523,TXN6523,R001,Large Deposit,High
ALT6524,TXN6524,R005,Mule Account Pattern,High
ALT6525,TXN6525,R002,Dormant Account Activity,Medium
ALT6526,TXN6526,R001,Large Deposit,High
ALT6527,TXN6527,R001,Large Deposit,High
ALT6528,TXN6528,R005,Mule Account Pattern,High
ALT6530,TXN6530,R001,Large Deposit,High
ALT6532,TXN6532,R001,Large Deposit,High
ALT6533,TXN6533,R005,Mule Account Pattern,High
ALT6534,TXN6534,R001,Large Deposit,High
ALT6535,TXN6535,R001,Large Deposit,High
ALT6536,TXN6536,R002,Dormant Account Activity,Medium
ALT6537,TXN6537,R001,Large Deposit,High
ALT6538,TXN6538,R001,Large Deposit,High
ALT6539,TXN6539,R006,Funnel Account,Low
ALT6540,TXN6540,R001,Large Deposit,High
ALT6541,TXN6541,R001,Large Deposit,High
ALT6542,TXN6542,R001,Large Deposit,High
ALT6543,TXN6543,R001,Large Deposit,High
ALT6546,TXN6546,R002,Dormant Account Activity,Medium
ALT6547,TXN6547,R001,Large Deposit,High
ALT6548,TXN6548,R001,Large Deposit,High
ALT6549,TXN6549,R002,Dormant Account Activity,Medium
ALT6551,TXN6551,R006,Funnel Account,Low
ALT6553,TXN6553,R001,Large Deposit,High
ALT6555,TXN6555,R001,Large Deposit,High
ALT6558,TXN6558,R001,Large Deposit,High
ALT6559,TXN6559,R006,Funnel Account,Low
ALT6560,TXN6560,R001,Large Deposit,High
ALT6563,TXN6563,R002,Dormant Account Activity,Medium
ALT6564,TXN6564,R001,Large Deposit,High
ALT6565,TXN6565,R002,Dormant Account Activity,Medium
ALT6567,TXN6567,R001,Large Deposit,High
ALT6569,TXN6569,R001,Large Deposit,High
ALT6570,TXN6570,R001,Large Deposit,High
ALT6572,TXN6572,R005,Mule Account Pattern,High
ALT6573,TXN6573,R001,Large Deposit,High
ALT6575,TXN6575,R006,Funnel Account,Low
ALT6576,TXN6576,R001,Large Deposit,High
ALT6577,TXN6577,R001,Large Deposit,High
ALT6578,TXN6578,R001,Large Deposit,High
ALT6579,TXN6579,R001,Large Deposit,High
ALT6581,TXN6581,R001,Large Deposit,High
ALT6582,TXN6582,R001,Large Deposit,High
ALT6583,TXN6583,R001,Large Deposit,High
ALT6584,TXN6584,R001,Large Deposit,High
ALT6585,TXN6585,R001,Large Deposit,High
ALT6586,TXN6586,R005,Mule Account Pattern,High
ALT6587,TXN6587,R006,Funnel Account,Low
ALT6588,TXN6588,R001,Large Deposit,High
ALT6589,TXN6589,R005,Mule Account Pattern,High
ALT6590,TXN6590,R005,Mule Account Pattern,High
ALT6592,TXN6592,R001,Large Deposit,High
ALT6593,TXN6593,R002,Dormant Account Activity,Medium
ALT6594,TXN6594,R001,Large Deposit,High
ALT6595,TXN6595,R002,Dormant Account Activity,Medium
ALT6596,TXN6596,R006,Funnel Account,Low
ALT6597,TXN6597,R001,Large Deposit,High
ALT6599,TXN6599,R002,Dormant Account Activity,Medium
ALT6600,TXN6600,R002,Dormant Account Activity,Medium
ALT6603,TXN6603,R003,Structuring,High
ALT6604,TXN6604,R002,Dormant Account Activity,Medium
ALT6605,TXN6605,R006,Funnel Account,Low
ALT6606,TXN6606,R001,Large Deposit,High
ALT6607,TXN6607,R001,Large Deposit,High
ALT6608,TXN6608,R001,Large Deposit,High
ALT6609,TXN6609,R001,Large Deposit,High
ALT6613,TXN6613,R001,Large Deposit,High
ALT6614,TXN6614,R002,Dormant Account Activity,Medium
ALT6616,TXN6616,R001,Large Deposit,High
ALT6617,TXN6617,R001,Large Deposit,High
ALT6619,TXN6619,R001,Large Deposit,High
ALT6620,TXN6620,R001,Large Deposit,High
ALT6621,TXN6621,R001,Large Deposit,High
ALT6622,TXN6622,R002,Dormant Account Activity,Medium
ALT6624,TXN6624,R001,Large Deposit,High
ALT6625,TXN6625,R002,Dormant Account Activity,Medium
ALT6629,TXN6629,R002,Dormant Account Activity,Medium
ALT6631,TXN6631,R001,Large Deposit,High
ALT6632,TXN6632,R001,Large Deposit,High
ALT6633,TXN6633,R006,Funnel Account,Low
ALT6635,TXN6635,R002,Dormant Account Activity,Medium
ALT6637,TXN6637,R001,Large Deposit,High
ALT6639,TXN6639,R001,Large Deposit,High
ALT6642,TXN6642,R005,Mule Account Pattern,High
ALT6643,TXN6643,R001,Large Deposit,High
ALT6645,TXN6645,R001,Large Deposit,High
ALT6646,TXN6646,R001,Large Deposit,High
ALT6647,TXN6647,R001,Large Deposit,High
ALT6648,TXN6648,R001,Large Deposit,High
ALT6650,TXN6650,R002,Dormant Account Activity,Medium
ALT6651,TXN6651,R002,Dormant Account Activity,Medium
ALT6652,TXN6652,R003,Structuring,High
ALT6653,TXN6653,R002,Dormant Account Activity,Medium
ALT6654,TXN6654,R001,Large Deposit,High
ALT6656,TXN6656,R006,Funnel Account,Low
ALT6657,TXN6657,R001,Large Deposit,High
ALT6658,TXN6658,R001,Large Deposit,High
ALT6659,TXN6659,R001,Large Deposit,High
ALT6660,TXN6660,R001,Large Deposit,High
ALT6661,TXN6661,R001,Large Deposit,High
ALT6662,TXN6662,R001,Large Deposit,High
ALT6663,TXN6663,R002,Dormant Account Activity,Medium
ALT6664,TXN6664,R006,Funnel Account,Low
ALT6665,TXN6665,R001,Large Deposit,High
ALT6666,TXN6666,R001,Large Deposit,High
ALT6667,TXN6667,R001,Large Deposit,High
ALT6668,TXN6668,R001,Large Deposit,High
ALT6669,TXN6669,R001,Large Deposit,High
ALT6671,TXN6671,R001,Large Deposit,High
ALT6673,TXN6673,R006,Funnel Account,Low
ALT6674,TXN6674,R001,Large Deposit,High
ALT6675,TXN6675,R001,Large Deposit,High
ALT6677,TXN6677,R002,Dormant Account Activity,Medium
ALT6679,TXN6679,R002,Dormant Account Activity,Medium
ALT6680,TXN6680,R001,Large Deposit,High
ALT6681,TXN6681,R001,Large Deposit,High
ALT6682,TXN6682,R002,Dormant Account Activity,Medium
ALT6683,TXN6683,R006,Funnel Account,Low
ALT6684,TXN6684,R001,Large Deposit,High
ALT6686,TXN6686,R002,Dormant Account Activity,Medium
ALT6687,TXN6687,R005,Mule Account Pattern,High
ALT6688,TXN6688,R002,Dormant Account Activity,Medium
ALT6689,TXN6689,R001,Large Deposit,High
ALT6692,TXN6692,R002,Dormant Account Activity,Medium
ALT6694,TXN6694,R002,Dormant Account Activity,Medium
ALT6695,TXN6695,R001,Large Deposit,High
ALT6697,TXN6697,R002,Dormant Account Activity,Medium
ALT6698,TXN6698,R001,Large Deposit,High
ALT6699,TXN6699,R006,Funnel Account,Low
ALT6702,TXN6702,R001,Large Deposit,High
ALT6703,TXN6703,R002,Dormant Account Activity,Medium
ALT6705,TXN6705,R001,Large Deposit,High
ALT6706,TXN6706,R001,Large Deposit,High
ALT6707,TXN6707,R001,Large Deposit,High
ALT6708,TXN6708,R006,Funnel Account,Low
ALT6710,TXN6710,R002,Dormant Account Activity,Medium
ALT6712,TXN6712,R002,Dormant Account Activity,Medium
ALT6714,TXN6714,R006,Funnel Account,Low
ALT6715,TXN6715,R002,Dormant Account Activity,Medium
ALT6716,TXN6716,R006,Funnel Account,Low
ALT6718,TXN6718,R002,Dormant Account Activity,Medium
ALT6719,TXN6719,R001,Large Deposit,High
ALT6720,TXN6720,R001,Large Deposit,High
ALT6721,TXN6721,R001,Large Deposit,High
ALT6722,TXN6722,R001,Large Deposit,High
ALT6725,TXN6725,R001,Large Deposit,High
ALT6726,TXN6726,R001,Large Deposit,High
ALT6727,TXN6727,R001,Large Deposit,High
ALT6728,TXN6728,R001,Large Deposit,High
ALT6731,TXN6731,R002,Dormant Account Activity,Medium
ALT6732,TXN6732,R006,Funnel Account,Low
ALT6733,TXN6733,R006,Funnel Account,Low
ALT6734,TXN6734,R002,Dormant Account Activity,Medium
ALT6735,TXN6735,R001,Large Deposit,High
ALT6736,TXN6736,R001,Large Deposit,High
ALT6737,TXN6737,R001,Large Deposit,High
ALT6738,TXN6738,R002,Dormant Account Activity,Medium
ALT6739,TXN6739,R001,Large Deposit,High
ALT6740,TXN6740,R001,Large Deposit,High
ALT6741,TXN6741,R002,Dormant Account Activity,Medium
ALT6742,TXN6742,R001,Large Deposit,High
ALT6744,TXN6744,R001,Large Deposit,High
ALT6745,TXN6745,R002,Dormant Account Activity,Medium
ALT6746,TXN6746,R002,Dormant Account Activity,Medium
ALT6747,TXN6747,R001,Large Deposit,High
ALT6748,TXN6748,R001,Large Deposit,High
ALT6749,TXN6749,R002,Dormant Account Activity,Medium
ALT6750,TXN6750,R001,Large Deposit,High
ALT6751,TXN6751,R001,Large Deposit,High
ALT6752,TXN6752,R002,Dormant Account Activity,Medium
ALT6753,TXN6753,R001,Large Deposit,High
ALT6755,TXN6755,R001,Large Deposit,High
ALT6756,TXN6756,R002,Dormant Account Activity,Medium
ALT6758,TXN6758,R005,Mule Account Pattern,High
ALT6759,TXN6759,R001,Large Deposit,High
ALT6760,TXN6760,R002,Dormant Account Activity,Medium
ALT6761,TXN6761,R002,Dormant Account Activity,Medium
ALT6763,TXN6763,R001,Large Deposit,High
ALT6764,TXN6764,R006,Funnel Account,Low
ALT6765,TXN6765,R001,Large Deposit,High
ALT6768,TXN6768,R002,Dormant Account Activity,Medium
ALT6769,TXN6769,R001,Large Deposit,High
ALT6770,TXN6770,R006,Funnel Account,Low
ALT6771,TXN6771,R001,Large Deposit,High
ALT6772,TXN6772,R002,Dormant Account Activity,Medium
ALT6773,TXN6773,R001,Large Deposit,High
ALT6774,TXN6774,R001,Large Deposit,High
ALT6777,TXN6777,R002,Dormant Account Activity,Medium
ALT6778,TXN6778,R001,Large Deposit,High
ALT6784,TXN6784,R001,Large Deposit,High
ALT6785,TXN6785,R001,Large Deposit,High
ALT6786,TXN6786,R002,Dormant Account Activity,Medium
ALT6787,TXN6787,R002,Dormant Account Activity,Medium
ALT6788,TXN6788,R001,Large Deposit,High
ALT6790,TXN6790,R001,Large Deposit,High
ALT6792,TXN6792,R001,Large Deposit,High
ALT6793,TXN6793,R001,Large Deposit,High
ALT6794,TXN6794,R001,Large Deposit,High
ALT6795,TXN6795,R001,Large Deposit,High
ALT6796,TXN6796,R001,Large Deposit,High
ALT6797,TXN6797,R001,Large Deposit,High
ALT6799,TXN6799,R001,Large Deposit,High
ALT6800,TXN6800,R002,Dormant Account Activity,Medium
ALT6801,TXN6801,R002,Dormant Account Activity,Medium
ALT6803,TXN6803,R001,Large Deposit,High
ALT6804,TXN6804,R006,Funnel Account,Low
ALT6806,TXN6806,R001,Large Deposit,High
ALT6807,TXN6807,R001,Large Deposit,High
ALT6808,TXN6808,R002,Dormant Account Activity,Medium
ALT6809,TXN6809,R002,Dormant Account Activity,Medium
ALT6812,TXN6812,R001,Large Deposit,High
ALT6813,TXN6813,R005,Mule Account Pattern,High
ALT6814,TXN6814,R002,Dormant Account Activity,Medium
ALT6816,TXN6816,R002,Dormant Account Activity,Medium
ALT6817,TXN6817,R002,Dormant Account Activity,Medium
ALT6818,TXN6818,R002,Dormant Account Activity,Medium
ALT6819,TXN6819,R001,Large Deposit,High
ALT6820,TXN6820,R006,Funnel Account,Low
ALT6821,TXN6821,R001,Large Deposit,High
ALT6822,TXN6822,R002,Dormant Account Activity,Medium
ALT6823,TXN6823,R006,Funnel Account,Low
ALT6824,TXN6824,R001,Large Deposit,High
ALT6825,TXN6825,R001,Large Deposit,High
ALT6826,TXN6826,R001,Large Deposit,High
ALT6827,TXN6827,R002,Dormant Account Activity,Medium
ALT6828,TXN6828,R005,Mule Account Pattern,High
ALT6829,TXN6829,R002,Dormant Account Activity,Medium
ALT6831,TXN6831,R001,Large Deposit,High
ALT6832,TXN6832,R002,Dormant Account Activity,Medium
ALT6833,TXN6833,R001,Large Deposit,High
ALT6834,TXN6834,R001,Large Deposit,High
ALT6836,TXN6836,R001,Large Deposit,High
ALT6837,TXN6837,R002,Dormant Account Activity,Medium
ALT6838,TXN6838,R001,Large Deposit,High
ALT6839,TXN6839,R002,Dormant Account Activity,Medium
ALT6840,TXN6840,R001,Large Deposit,High
ALT6842,TXN6842,R001,Large Deposit,High
ALT6843,TXN6843,R001,Large Deposit,High
ALT6844,TXN6844,R001,Large Deposit,High
ALT6845,TXN6845,R002,Dormant Account Activity,Medium
ALT6846,TXN6846,R001,Large Deposit,High
ALT6847,TXN6847,R001,Large Deposit,High
ALT6848,TXN6848,R001,Large Deposit,High
ALT6849,TXN6849,R001,Large Deposit,High
ALT6850,TXN6850,R005,Mule Account Pattern,High
ALT6851,TXN6851,R005,Mule Account Pattern,High
ALT6852,TXN6852,R002,Dormant Account Activity,Medium
ALT6854,TXN6854,R001,Large Deposit,High
ALT6856,TXN6856,R001,Large Deposit,High
ALT6858,TXN6858,R001,Large Deposit,High
ALT6861,TXN6861,R005,Mule Account Pattern,High
ALT6862,TXN6862,R001,Large Deposit,High
ALT6866,TXN6866,R001,Large Deposit,High
ALT6867,TXN6867,R001,Large Deposit,High
ALT6868,TXN6868,R001,Large Deposit,High
ALT6869,TXN6869,R001,Large Deposit,High
ALT6870,TXN6870,R001,Large Deposit,High
ALT6871,TXN6871,R001,Large Deposit,High
ALT6872,TXN6872,R001,Large Deposit,High
ALT6873,TXN6873,R001,Large Deposit,High
ALT6874,TXN6874,R002,Dormant Account Activity,Medium
ALT6875,TXN6875,R001,Large Deposit,High
ALT6876,TXN6876,R002,Dormant Account Activity,Medium
ALT6879,TXN6879,R001,Large Deposit,High
ALT6881,TXN6881,R001,Large Deposit,High
ALT6882,TXN6882,R001,Large Deposit,High
ALT6883,TXN6883,R006,Funnel Account,Low
ALT6884,TXN6884,R005,Mule Account Pattern,High
ALT6885,TXN6885,R001,Large Deposit,High
ALT6886,TXN6886,R002,Dormant Account Activity,Medium
ALT6889,TXN6889,R002,Dormant Account Activity,Medium
ALT6890,TXN6890,R001,Large Deposit,High
ALT6892,TXN6892,R002,Dormant Account Activity,Medium
ALT6893,TXN6893,R006,Funnel Account,Low
ALT6894,TXN6894,R001,Large Deposit,High
ALT6895,TXN6895,R005,Mule Account Pattern,High
ALT6898,TXN6898,R002,Dormant Account Activity,Medium
ALT6899,TXN6899,R001,Large Deposit,High
ALT6900,TXN6900,R002,Dormant Account Activity,Medium
ALT6901,TXN6901,R001,Large Deposit,High
ALT6902,TXN6902,R001,Large Deposit,High
ALT6903,TXN6903,R001,Large Deposit,High
ALT6907,TXN6907,R001,Large Deposit,High
ALT6908,TXN6908,R006,Funnel Account,Low
ALT6909,TXN6909,R001,Large Deposit,High
ALT6910,TXN6910,R001,Large Deposit,High
ALT6912,TXN6912,R001,Large Deposit,High
ALT6913,TXN6913,R001,Large Deposit,High
ALT6915,TXN6915,R002,Dormant Account Activity,Medium
ALT6916,TXN6916,R001,Large Deposit,High
ALT6917,TXN6917,R002,Dormant Account Activity,Medium
ALT6919,TXN6919,R001,Large Deposit,High
ALT6921,TXN6921,R006,Funnel Account,Low
ALT6922,TXN6922,R002,Dormant Account Activity,Medium
ALT6923,TXN6923,R002,Dormant Account Activity,Medium
ALT6924,TXN6924,R002,Dormant Account Activity,Medium
ALT6925,TXN6925,R002,Dormant Account Activity,Medium
ALT6926,TXN6926,R002,Dormant Account Activity,Medium
ALT6927,TXN6927,R006,Funnel Account,Low
ALT6928,TXN6928,R006,Funnel Account,Low
ALT6929,TXN6929,R001,Large Deposit,High
ALT6930,TXN6930,R001,Large Deposit,High
ALT6931,TXN6931,R002,Dormant Account Activity,Medium
ALT6933,TXN6933,R001,Large Deposit,High
ALT6934,TXN6934,R005,Mule Account Pattern,High
ALT6936,TXN6936,R001,Large Deposit,High
ALT6937,TXN6937,R001,Large Deposit,High
ALT6938,TXN6938,R001,Large Deposit,High
ALT6939,TXN6939,R001,Large Deposit,High
ALT6940,TXN6940,R002,Dormant Account Activity,Medium
ALT6944,TXN6944,R002,Dormant Account Activity,Medium
ALT6945,TXN6945,R001,Large Deposit,High
ALT6947,TXN6947,R002,Dormant Account Activity,Medium
ALT6948,TXN6948,R001,Large Deposit,High
ALT6949,TXN6949,R001,Large Deposit,High
ALT6951,TXN6951,R005,Mule Account Pattern,High
ALT6954,TXN6954,R001,Large Deposit,High
ALT6956,TXN6956,R001,Large Deposit,High
ALT6957,TXN6957,R001,Large Deposit,High
ALT6958,TXN6958,R002,Dormant Account Activity,Medium
ALT6959,TXN6959,R002,Dormant Account Activity,Medium
ALT6960,TXN6960,R005,Mule Account Pattern,High
ALT6961,TXN6961,R005,Mule Account Pattern,High
ALT6962,TXN6962,R001,Large Deposit,High
ALT6964,TXN6964,R002,Dormant Account Activity,Medium
ALT6965,TXN6965,R001,Large Deposit,High
ALT6967,TXN6967,R001,Large Deposit,High
ALT6968,TXN6968,R002,Dormant Account Activity,Medium
ALT6969,TXN6969,R001,Large Deposit,High
ALT6971,TXN6971,R001,Large Deposit,High
ALT6972,TXN6972,R001,Large Deposit,High
ALT6973,TXN6973,R002,Dormant Account Activity,Medium
ALT6974,TXN6974,R001,Large Deposit,High
ALT6975,TXN6975,R001,Large Deposit,High
ALT6976,TXN6976,R001,Large Deposit,High
ALT6978,TXN6978,R002,Dormant Account Activity,Medium
ALT6979,TXN6979,R005,Mule Account Pattern,High
ALT6980,TXN6980,R001,Large Deposit,High
ALT6982,TXN6982,R002,Dormant Account Activity,Medium
ALT6984,TXN6984,R001,Large Deposit,High
ALT6985,TXN6985,R001,Large Deposit,High
ALT6986,TXN6986,R006,Funnel Account,Low
ALT6987,TXN6987,R001,Large Deposit,High
ALT6988,TXN6988,R002,Dormant Account Activity,Medium
ALT6990,TXN6990,R001,Large Deposit,High
ALT6993,TXN6993,R001,Large Deposit,High
ALT6994,TXN6994,R001,Large Deposit,High
ALT6995,TXN6995,R001,Large Deposit,High
ALT6996,TXN6996,R006,Funnel Account,Low
ALT6998,TXN6998,R002,Dormant Account Activity,Medium
ALT7000,TXN7000,R002,Dormant Account Activity,Medium
ALT7001,TXN7001,R001,Large Deposit,High
ALT7002,TXN7002,R002,Dormant Account Activity,Medium
ALT7003,TXN7003,R001,Large Deposit,High
ALT7005,TXN7005,R002,Dormant Account Activity,Medium
ALT7006,TXN7006,R006,Funnel Account,Low
ALT7008,TXN7008,R001,Large Deposit,High
ALT7009,TXN7009,R001,Large Deposit,High
ALT7011,TXN7011,R001,Large Deposit,High
ALT7012,TXN7012,R001,Large Deposit,High
ALT7013,TXN7013,R002,Dormant Account Activity,Medium
ALT7014,TXN7014,R001,Large Deposit,High
ALT7015,TXN7015,R001,Large Deposit,High
ALT7016,TXN7016,R001,Large Deposit,High
ALT7017,TXN7017,R001,Large Deposit,High
ALT7020,TXN7020,R001,Large Deposit,High
ALT7021,TXN7021,R001,Large Deposit,High
ALT7022,TXN7022,R006,Funnel Account,Low
ALT7023,TXN7023,R005,Mule Account Pattern,High
ALT7024,TXN7024,R001,Large Deposit,High
ALT7025,TXN7025,R006,Funnel Account,Low
ALT7026,TXN7026,R001,Large Deposit,High
ALT7027,TXN7027,R001,Large Deposit,High
ALT7028,TXN7028,R001,Large Deposit,High
ALT7029,TXN7029,R001,Large Deposit,High
ALT7030,TXN7030,R002,Dormant Account Activity,Medium
ALT7031,TXN7031,R006,Funnel Account,Low
ALT7032,TXN7032,R001,Large Deposit,High
ALT7033,TXN7033,R001,Large Deposit,High
ALT7035,TXN7035,R005,Mule Account Pattern,High
ALT7037,TXN7037,R006,Funnel Account,Low
ALT7038,TXN7038,R001,Large Deposit,High
ALT7040,TXN7040,R002,Dormant Account Activity,Medium
ALT7041,TXN7041,R002,Dormant Account Activity,Medium
ALT7042,TXN7042,R002,Dormant Account Activity,Medium
ALT7043,TXN7043,R002,Dormant Account Activity,Medium
ALT7044,TXN7044,R006,Funnel Account,Low
ALT7046,TXN7046,R002,Dormant Account Activity,Medium
ALT7047,TXN7047,R001,Large Deposit,High
ALT7048,TXN7048,R001,Large Deposit,High
ALT7050,TXN7050,R001,Large Deposit,High
ALT7052,TXN7052,R002,Dormant Account Activity,Medium
ALT7053,TXN7053,R001,Large Deposit,High
ALT7054,TXN7054,R002,Dormant Account Activity,Medium
ALT7055,TXN7055,R002,Dormant Account Activity,Medium
ALT7058,TXN7058,R001,Large Deposit,High
ALT7060,TXN7060,R001,Large Deposit,High
ALT7061,TXN7061,R002,Dormant Account Activity,Medium
ALT7062,TXN7062,R001,Large Deposit,High
ALT7064,TXN7064,R002,Dormant Account Activity,Medium
ALT7065,TXN7065,R001,Large Deposit,High
ALT7066,TXN7066,R002,Dormant Account Activity,Medium
ALT7068,TXN7068,R001,Large Deposit,High
ALT7070,TXN7070,R005,Mule Account Pattern,High
ALT7071,TXN7071,R006,Funnel Account,Low
ALT7072,TXN7072,R001,Large Deposit,High
ALT7073,TXN7073,R002,Dormant Account Activity,Medium
ALT7074,TXN7074,R001,Large Deposit,High
ALT7075,TXN7075,R001,Large Deposit,High
ALT7076,TXN7076,R001,Large Deposit,High
ALT7078,TXN7078,R002,Dormant Account Activity,Medium
ALT7080,TXN7080,R001,Large Deposit,High
ALT7081,TXN7081,R001,Large Deposit,High
ALT7082,TXN7082,R002,Dormant Account Activity,Medium
ALT7083,TXN7083,R001,Large Deposit,High
ALT7085,TXN7085,R001,Large Deposit,High
ALT7086,TXN7086,R001,Large Deposit,High
ALT7088,TXN7088,R002,Dormant Account Activity,Medium
ALT7089,TXN7089,R002,Dormant Account Activity,Medium
ALT7091,TXN7091,R001,Large Deposit,High
ALT7092,TXN7092,R002,Dormant Account Activity,Medium
ALT7093,TXN7093,R005,Mule Account Pattern,High
ALT7095,TXN7095,R001,Large Deposit,High
ALT7096,TXN7096,R006,Funnel Account,Low
ALT7100,TXN7100,R001,Large Deposit,High
ALT7102,TXN7102,R002,Dormant Account Activity,Medium
ALT7103,TXN7103,R001,Large Deposit,High
ALT7104,TXN7104,R002,Dormant Account Activity,Medium
ALT7105,TXN7105,R001,Large Deposit,High
ALT7106,TXN7106,R001,Large Deposit,High
ALT7107,TXN7107,R002,Dormant Account Activity,Medium
ALT7108,TXN7108,R001,Large Deposit,High
ALT7109,TXN7109,R001,Large Deposit,High
ALT7111,TXN7111,R001,Large Deposit,High
ALT7117,TXN7117,R002,Dormant Account Activity,Medium
ALT7118,TXN7118,R001,Large Deposit,High
ALT7119,TXN7119,R002,Dormant Account Activity,Medium
ALT7120,TXN7120,R001,Large Deposit,High
ALT7121,TXN7121,R001,Large Deposit,High
ALT7123,TXN7123,R001,Large Deposit,High
ALT7124,TXN7124,R006,Funnel Account,Low
ALT7125,TXN7125,R001,Large Deposit,High
ALT7126,TXN7126,R001,Large Deposit,High
ALT7127,TXN7127,R002,Dormant Account Activity,Medium
ALT7128,TXN7128,R006,Funnel Account,Low
ALT7129,TXN7129,R001,Large Deposit,High
ALT7130,TXN7130,R001,Large Deposit,High
ALT7131,TXN7131,R006,Funnel Account,Low
ALT7133,TXN7133,R002,Dormant Account Activity,Medium
ALT7135,TXN7135,R001,Large Deposit,High
ALT7137,TXN7137,R006,Funnel Account,Low
ALT7138,TXN7138,R001,Large Deposit,High
ALT7139,TXN7139,R001,Large Deposit,High
ALT7140,TXN7140,R002,Dormant Account Activity,Medium
ALT7141,TXN7141,R006,Funnel Account,Low
ALT7142,TXN7142,R002,Dormant Account Activity,Medium
ALT7143,TXN7143,R001,Large Deposit,High
ALT7144,TXN7144,R001,Large Deposit,High
ALT7145,TXN7145,R001,Large Deposit,High
ALT7146,TXN7146,R001,Large Deposit,High
ALT7147,TXN7147,R002,Dormant Account Activity,Medium
ALT7148,TXN7148,R002,Dormant Account Activity,Medium
ALT7149,TXN7149,R006,Funnel Account,Low
ALT7150,TXN7150,R001,Large Deposit,High
